Timestamp,Temperature,Humidity,Alcohol,Light Intensity
2024-11-28 23:11:03,22.10, 71.70, 28.00, 4095
2024-11-28 23:11:08,22.10, 71.10, 26.00, 4095
2024-11-28 23:11:13,22.10, 70.60, 26.00, 4095
2024-11-28 23:11:18,22.00, 70.40, 25.00, 4095
2024-11-28 23:11:23,22.20, 70.40, 26.00, 4095
2024-11-28 23:11:28,22.20, 70.00, 26.00, 4095
2024-11-28 23:11:33,22.10, 69.60, 26.00, 4095
2024-11-28 23:11:38,22.10, 69.60, 26.00, 4095
2024-11-28 23:11:43,22.10, 69.30, 26.00, 4095
2024-11-28 23:11:48,22.10, 69.00, 24.00, 4095
2024-11-28 23:11:53,22.10, 68.60, 26.00, 4095
2024-11-28 23:11:58,22.10, 68.60, 19.00, 4095
2024-11-28 23:12:03,22.10, 68.40, 19.00, 4095
2024-11-28 23:12:08,22.10, 69.70, 19.00, 4095
2024-11-28 23:12:13,22.20, 71.60, 20.00, 4095
2024-11-28 23:12:18,22.20, 72.80, 20.00, 4095
2024-11-28 23:12:23,22.20, 74.10, 20.00, 4095
2024-11-28 23:12:28,22.20, 73.70, 20.00, 4095
2024-11-28 23:12:33,22.20, 72.00, 20.00, 4095
2024-11-28 23:12:38,22.20, 71.90, 20.00, 4095
2024-11-28 23:12:43,22.20, 71.20, 20.00, 4095
2024-11-28 23:18:04,22.20, 68.30, 22.00, 4095
2024-11-28 23:18:09,22.20, 68.20, 23.00, 4095
2024-11-28 23:18:14,22.20, 68.10, 24.00, 4095
2024-11-28 23:18:19,22.20, 67.70, 23.00, 4095
2024-11-28 23:18:24,22.10, 67.80, 23.00, 4095
2024-11-28 23:18:29,22.20, 67.60, 24.00, 4095
2024-11-28 23:18:34,22.20, 67.40, 23.00, 4095
2024-11-28 23:18:39,22.20, 67.50, 24.00, 4095
2024-11-28 23:18:44,22.10, 67.70, 24.00, 4095
2024-11-28 23:18:49,22.20, 67.50, 24.00, 4095
2024-11-28 23:18:54,22.10, 67.50, 24.00, 4095
2024-11-28 23:18:59,22.20, 67.30, 26.00, 4095
2024-11-28 23:19:04,22.20, 67.40, 24.00, 4095
2024-11-28 23:19:09,22.20, 67.20, 24.00, 4095
2024-11-28 23:19:14,22.20, 67.40, 25.00, 4095
2024-11-28 23:19:19,22.10, 67.40, 26.00, 4095
2024-11-28 23:19:24,22.10, 67.50, 26.00, 4095
2024-11-28 23:19:29,22.20, 67.30, 26.00, 4095
2024-11-28 23:19:34,22.10, 67.50, 26.00, 4095
2024-11-28 23:19:39,22.10, 67.50, 25.00, 4095
2024-11-28 23:19:44,22.20, 67.10, 25.00, 4095
2024-11-28 23:19:49,22.20, 67.10, 26.00, 4095
2024-11-28 23:19:54,22.20, 66.80, 26.00, 4095
2024-11-28 23:19:59,22.20, 67.00, 26.00, 4095
2024-11-28 23:20:04,22.20, 66.90, 28.00, 4095
2024-11-28 23:20:09,22.20, 66.90, 26.00, 4095
2024-11-28 23:20:14,22.20, 66.70, 26.00, 4095
2024-11-28 23:20:19,22.30, 66.70, 26.00, 4095
2024-11-28 23:20:24,22.20, 66.90, 25.00, 4095
2024-11-28 23:20:29,22.30, 67.10, 25.00, 4095
2024-11-28 23:20:34,22.30, 66.80, 25.00, 4095
2024-11-28 23:20:39,22.30, 66.80, 26.00, 4095
2024-11-28 23:20:44,22.30, 66.70, 26.00, 4095
2024-11-28 23:20:49,22.30, 66.80, 26.00, 4095
2024-11-28 23:20:54,22.40, 66.60, 24.00, 4095
2024-11-28 23:20:59,22.30, 66.70, 26.00, 4095
2024-11-28 23:21:04,22.30, 66.40, 24.00, 4095
2024-11-28 23:21:09,22.40, 66.40, 23.00, 4095
2024-11-28 23:21:14,22.30, 66.70, 24.00, 4095
2024-11-28 23:21:19,22.40, 66.30, 24.00, 4095
2024-11-28 23:21:24,22.40, 66.20, 24.00, 4095
2024-11-28 23:21:29,22.40, 66.40, 23.00, 4095
2024-11-28 23:21:34,22.40, 66.30, 24.00, 4095
2024-11-28 23:21:40,22.40, 66.20, 24.00, 4095
2024-11-28 23:21:45,22.40, 66.40, 26.00, 4095
2024-11-28 23:21:50,22.40, 66.40, 24.00, 4095
2024-11-28 23:21:54,22.40, 66.30, 24.00, 4095
2024-11-28 23:22:00,22.40, 66.50, 24.00, 4095
2024-11-28 23:22:05,22.50, 66.40, 24.00, 4095
2024-11-28 23:22:10,22.40, 66.50, 23.00, 4095
2024-11-28 23:22:14,22.50, 66.50, 24.00, 4095
2024-11-28 23:22:20,22.30, 66.70, 24.00, 4095
2024-11-28 23:22:25,22.50, 66.60, 24.00, 4095
2024-11-28 23:22:30,22.30, 66.40, 24.00, 4095
2024-11-28 23:22:35,22.40, 66.50, 24.00, 4095
2024-11-28 23:22:40,22.40, 66.40, 23.00, 4095
2024-11-28 23:22:45,22.40, 66.30, 23.00, 4095
2024-11-28 23:22:50,22.40, 66.10, 26.00, 4095
2024-11-28 23:22:55,22.40, 66.40, 24.00, 4095
2024-11-28 23:23:00,22.40, 66.40, 24.00, 4095
2024-11-28 23:23:05,22.40, 66.20, 24.00, 4095
2024-11-28 23:23:10,22.30, 66.30, 24.00, 4095
2024-11-28 23:23:15,22.40, 66.30, 24.00, 4095
2024-11-28 23:23:20,22.30, 66.40, 24.00, 4095
2024-11-28 23:23:25,22.40, 66.60, 24.00, 4095
2024-11-28 23:23:30,22.30, 66.40, 24.00, 4095
2024-11-28 23:23:35,22.40, 66.50, 24.00, 4095
2024-11-28 23:23:40,22.40, 66.50, 23.00, 4095
2024-11-28 23:23:45,22.30, 66.60, 23.00, 4095
2024-11-28 23:23:50,22.30, 66.40, 23.00, 4095
2024-11-28 23:23:55,22.30, 66.40, 23.00, 4095
2024-11-28 23:24:00,22.30, 66.50, 23.00, 4095
2024-11-28 23:24:05,22.30, 66.80, 24.00, 4095
2024-11-28 23:24:10,22.30, 66.70, 23.00, 4095
2024-11-28 23:24:15,22.20, 66.70, 23.00, 4095
2024-11-28 23:24:20,22.30, 66.70, 23.00, 4095
2024-11-28 23:24:25,22.20, 66.40, 23.00, 4095
2024-11-28 23:24:30,22.30, 66.90, 24.00, 4095
2024-11-28 23:24:35,22.30, 66.60, 23.00, 4095
2024-11-28 23:24:40,22.20, 66.50, 23.00, 4095
2024-11-28 23:24:45,22.20, 66.70, 23.00, 4095
2024-11-28 23:24:50,22.30, 66.50, 26.00, 4095
2024-11-28 23:24:55,22.20, 66.30, 26.00, 4095
2024-11-28 23:25:00,22.20, 66.50, 23.00, 4095
2024-11-28 23:25:05,22.20, 66.40, 23.00, 4095
2024-11-28 23:25:10,22.20, 66.60, 23.00, 4095
2024-11-28 23:25:15,22.20, 66.60, 23.00, 4095
2024-11-28 23:25:20,22.30, 66.40, 23.00, 4095
2024-11-28 23:25:25,22.30, 66.50, 23.00, 4095
2024-11-28 23:25:30,22.30, 66.70, 23.00, 4095
2024-11-28 23:25:35,22.30, 67.00, 22.00, 4095
2024-11-28 23:25:40,22.30, 66.80, 24.00, 4095
2024-11-28 23:25:45,22.20, 66.80, 23.00, 4095
2024-11-28 23:25:50,22.30, 67.00, 23.00, 4095
2024-11-28 23:25:55,22.20, 66.80, 24.00, 4095
2024-11-28 23:26:00,22.20, 67.00, 24.00, 4095
2024-11-28 23:26:05,22.30, 66.80, 24.00, 4095
2024-11-28 23:26:10,22.30, 66.70, 24.00, 4095
2024-11-28 23:26:15,22.30, 66.70, 22.00, 4095
2024-11-28 23:26:20,22.20, 66.90, 24.00, 4095
2024-11-28 23:26:25,22.30, 66.90, 24.00, 4095
2024-11-28 23:26:30,22.30, 67.00, 24.00, 4095
2024-11-28 23:26:35,22.20, 66.80, 23.00, 4095
2024-11-28 23:26:40,22.20, 66.90, 24.00, 4095
2024-11-28 23:26:45,22.30, 66.50, 23.00, 4095
2024-11-28 23:26:50,22.30, 66.50, 26.00, 4095
2024-11-28 23:26:55,22.30, 66.50, 24.00, 4095
2024-11-28 23:27:00,22.40, 66.50, 24.00, 4095
2024-11-28 23:27:05,22.20, 66.50, 24.00, 4095
2024-11-28 23:27:10,22.30, 66.40, 24.00, 4095
2024-11-28 23:27:15,22.30, 66.50, 24.00, 4095
2024-11-28 23:27:20,22.30, 66.40, 24.00, 4095
2024-11-28 23:27:25,22.20, 66.30, 24.00, 4095
2024-11-28 23:27:30,22.30, 66.50, 24.00, 4095
2024-11-28 23:27:35,22.30, 66.30, 24.00, 4095
2024-11-28 23:27:40,22.30, 66.20, 23.00, 4095
2024-11-28 23:27:45,22.30, 66.40, 26.00, 4095
2024-11-28 23:27:50,22.40, 66.20, 24.00, 4095
2024-11-28 23:27:55,22.30, 66.30, 24.00, 4095
2024-11-28 23:28:00,22.30, 66.40, 24.00, 4095
2024-11-28 23:28:05,22.30, 66.00, 24.00, 4095
2024-11-28 23:28:10,22.30, 66.40, 24.00, 4095
2024-11-28 23:28:15,22.20, 66.10, 24.00, 4095
2024-11-28 23:28:20,22.30, 66.20, 24.00, 4095
2024-11-28 23:28:25,22.30, 66.20, 24.00, 4095
2024-11-28 23:28:30,22.30, 66.10, 24.00, 4095
2024-11-28 23:28:35,22.30, 66.40, 23.00, 4095
2024-11-28 23:28:40,22.20, 66.30, 24.00, 4095
2024-11-28 23:28:45,22.30, 66.10, 26.00, 4095
2024-11-28 23:28:50,22.20, 66.20, 24.00, 4095
2024-11-28 23:28:55,22.30, 66.10, 24.00, 4095
2024-11-28 23:29:00,22.30, 66.20, 24.00, 4095
2024-11-28 23:29:05,22.30, 66.30, 22.00, 4095
2024-11-28 23:29:10,22.30, 66.00, 23.00, 4095
2024-11-28 23:29:15,22.20, 66.30, 23.00, 4095
2024-11-28 23:29:20,22.30, 66.20, 23.00, 4095
2024-11-28 23:29:25,22.30, 66.20, 23.00, 4095
2024-11-28 23:29:30,22.20, 65.90, 23.00, 4095
2024-11-28 23:29:35,22.30, 66.10, 22.00, 4095
2024-11-28 23:29:40,22.20, 65.80, 26.00, 4095
2024-11-28 23:29:45,22.20, 65.70, 23.00, 4095
2024-11-28 23:29:50,22.20, 66.00, 23.00, 4095
2024-11-28 23:29:55,22.20, 65.80, 23.00, 4095
2024-11-28 23:30:00,22.30, 66.10, 23.00, 4095
2024-11-28 23:30:05,22.30, 66.00, 22.00, 4095
2024-11-28 23:30:10,22.20, 66.00, 23.00, 4095
2024-11-28 23:30:15,22.20, 66.00, 23.00, 4095
2024-11-28 23:30:20,22.20, 66.10, 23.00, 4095
2024-11-28 23:30:25,22.20, 66.10, 23.00, 4095
2024-11-28 23:30:30,22.20, 66.10, 23.00, 4095
2024-11-28 23:30:35,22.20, 66.00, 22.00, 4095
2024-11-28 23:30:40,22.20, 66.20, 25.00, 4095
2024-11-28 23:30:45,22.20, 65.90, 23.00, 4095
2024-11-28 23:30:50,22.20, 66.30, 24.00, 4095
2024-11-28 23:30:55,22.20, 66.20, 24.00, 4095
2024-11-28 23:31:00,22.20, 66.10, 24.00, 4095
2024-11-28 23:31:05,22.20, 66.10, 24.00, 4095
2024-11-28 23:31:10,22.20, 66.40, 24.00, 4095
2024-11-28 23:31:15,22.20, 66.30, 24.00, 4095
2024-11-28 23:31:20,22.20, 66.10, 24.00, 4095
2024-11-28 23:31:25,22.20, 66.10, 23.00, 4095
2024-11-28 23:31:30,22.20, 65.80, 23.00, 4095
2024-11-28 23:31:35,22.20, 66.00, 26.00, 4095
2024-11-28 23:31:40,22.20, 66.20, 26.00, 4095
2024-11-28 23:31:45,22.20, 65.90, 24.00, 4095
2024-11-28 23:31:50,22.20, 66.10, 24.00, 4095
2024-11-28 23:31:55,22.20, 66.00, 23.00, 4095
2024-11-28 23:32:00,22.10, 66.00, 24.00, 4095
2024-11-28 23:32:05,22.20, 66.20, 24.00, 4095
2024-11-28 23:32:10,22.20, 66.10, 24.00, 4095
2024-11-28 23:32:15,22.20, 66.00, 24.00, 4095
2024-11-28 23:32:20,22.20, 66.00, 24.00, 4095
2024-11-28 23:32:25,22.20, 66.20, 24.00, 4095
2024-11-28 23:32:30,22.20, 66.10, 23.00, 4095
2024-11-28 23:32:35,22.10, 66.20, 24.00, 4095
2024-11-28 23:32:40,22.10, 66.30, 26.00, 4095
2024-11-28 23:32:45,22.20, 66.10, 24.00, 4095
2024-11-28 23:32:50,22.10, 66.00, 24.00, 4095
2024-11-28 23:32:55,22.10, 66.20, 23.00, 4095
2024-11-28 23:33:00,22.20, 66.00, 23.00, 4095
2024-11-28 23:33:05,22.10, 66.20, 23.00, 4095
2024-11-28 23:33:10,22.20, 66.40, 24.00, 4095
2024-11-28 23:33:15,22.20, 66.30, 24.00, 4095
2024-11-28 23:33:20,22.20, 66.20, 23.00, 4095
2024-11-28 23:33:25,22.10, 66.20, 24.00, 4095
2024-11-28 23:33:30,22.10, 66.30, 23.00, 4095
2024-11-28 23:33:35,22.10, 66.20, 22.00, 4095
2024-11-28 23:33:40,22.10, 66.20, 26.00, 4095
2024-11-28 23:33:45,22.20, 66.20, 23.00, 4095
2024-11-28 23:33:50,22.10, 66.20, 24.00, 4095
2024-11-28 23:33:55,22.20, 66.00, 23.00, 4095
2024-11-28 23:34:00,22.10, 65.90, 23.00, 4095
2024-11-28 23:34:15,22.20, 66.10, 23.00, 4095
2024-11-28 23:34:20,22.20, 66.00, 24.00, 4095
2024-11-28 23:34:25,22.20, 66.10, 24.00, 4095
2024-11-28 23:34:30,22.20, 66.10, 23.00, 4095
2024-11-28 23:34:35,22.10, 66.00, 26.00, 4095
2024-11-28 23:34:40,22.20, 66.00, 23.00, 4095
2024-11-28 23:34:45,22.20, 66.00, 23.00, 4095
2024-11-28 23:34:50,22.20, 66.00, 23.00, 4095
2024-11-28 23:34:55,22.10, 66.10, 23.00, 4095
2024-11-28 23:35:00,22.10, 66.10, 23.00, 4095
2024-11-28 23:35:05,22.20, 65.90, 24.00, 4095
2024-11-28 23:35:10,22.20, 65.90, 23.00, 4095
2024-11-28 23:35:16,22.20, 66.10, 23.00, 4095
2024-11-28 23:35:20,22.20, 65.90, 23.00, 4095
2024-11-28 23:35:25,22.20, 65.80, 23.00, 4095
2024-11-28 23:35:31,22.10, 65.90, 23.00, 4095
2024-11-28 23:35:36,22.20, 66.00, 23.00, 4095
2024-11-28 23:35:41,22.20, 66.00, 23.00, 4095
2024-11-28 23:35:45,22.20, 66.00, 23.00, 4095
2024-11-28 23:35:51,22.10, 66.00, 24.00, 4095
2024-11-28 23:35:56,22.10, 66.00, 23.00, 4095
2024-11-28 23:36:01,22.10, 66.10, 23.00, 4095
2024-11-28 23:36:05,22.10, 66.00, 23.00, 4095
2024-11-28 23:36:11,22.20, 66.00, 23.00, 4095
2024-11-28 23:36:16,22.20, 65.90, 23.00, 4095
2024-11-28 23:36:21,22.20, 66.00, 23.00, 4095
2024-11-28 23:36:26,22.10, 66.00, 23.00, 4095
2024-11-28 23:36:31,22.10, 66.20, 23.00, 4095
2024-11-28 23:36:36,22.10, 66.20, 26.00, 4095
2024-11-28 23:36:41,22.10, 66.10, 23.00, 4095
2024-11-28 23:36:46,22.10, 66.00, 22.00, 4095
2024-11-28 23:36:51,22.10, 66.00, 23.00, 4095
2024-11-28 23:36:56,22.10, 65.90, 23.00, 4095
2024-11-28 23:37:01,22.10, 66.10, 23.00, 4095
2024-11-28 23:37:06,22.10, 66.10, 23.00, 4095
2024-11-28 23:37:11,22.10, 66.20, 24.00, 4095
2024-11-28 23:37:16,22.10, 66.00, 23.00, 4095
2024-11-28 23:37:21,22.10, 66.10, 23.00, 4095
2024-11-28 23:37:26,22.10, 66.10, 23.00, 4095
2024-11-28 23:37:31,22.10, 66.20, 22.00, 4095
2024-11-28 23:37:36,22.10, 66.30, 25.00, 4095
2024-11-28 23:37:41,22.00, 66.20, 23.00, 4095
2024-11-28 23:37:46,22.10, 66.00, 24.00, 4095
2024-11-28 23:37:51,22.10, 66.10, 23.00, 4095
2024-11-28 23:37:56,22.10, 66.00, 22.00, 4095
2024-11-28 23:38:01,22.10, 66.00, 23.00, 4095
2024-11-28 23:38:06,22.00, 66.00, 23.00, 4095
2024-11-28 23:38:11,22.10, 66.00, 23.00, 4095
2024-11-28 23:38:16,22.10, 65.90, 24.00, 4095
2024-11-28 23:38:21,22.10, 66.00, 22.00, 4095
2024-11-28 23:38:26,22.10, 66.00, 22.00, 4095
2024-11-28 23:38:31,22.10, 65.80, 26.00, 4095
2024-11-28 23:38:36,22.10, 65.90, 23.00, 4095
2024-11-28 23:38:41,22.10, 65.90, 23.00, 4095
2024-11-28 23:38:46,22.00, 65.90, 23.00, 4095
2024-11-28 23:38:51,22.10, 65.80, 23.00, 4095
2024-11-28 23:38:56,22.00, 66.00, 23.00, 4095
2024-11-28 23:39:01,22.10, 65.90, 23.00, 4095
2024-11-28 23:39:06,22.10, 65.90, 23.00, 4095
2024-11-28 23:39:11,22.10, 65.80, 23.00, 4095
2024-11-28 23:39:16,22.00, 66.00, 22.00, 4095
2024-11-28 23:39:21,22.10, 66.00, 23.00, 4095
2024-11-28 23:39:26,22.10, 65.90, 22.00, 4095
2024-11-28 23:39:31,22.10, 66.10, 25.00, 4095
2024-11-28 23:39:36,22.10, 65.90, 23.00, 4095
2024-11-28 23:39:41,22.10, 66.00, 22.00, 4095
2024-11-28 23:39:46,22.00, 66.20, 23.00, 4095
2024-11-28 23:39:51,22.10, 66.10, 23.00, 4095
2024-11-28 23:39:56,22.10, 66.20, 23.00, 4095
2024-11-28 23:40:01,22.10, 66.10, 23.00, 4095
2024-11-28 23:40:06,22.00, 66.20, 23.00, 4095
2024-11-28 23:40:11,22.10, 66.00, 23.00, 4095
2024-11-28 23:40:16,22.10, 66.00, 23.00, 4095
2024-11-28 23:40:21,22.10, 66.20, 22.00, 4095
2024-11-28 23:40:26,22.10, 65.90, 24.00, 4095
2024-11-28 23:40:31,22.10, 66.20, 26.00, 4095
2024-11-28 23:40:36,22.10, 66.10, 23.00, 4095
2024-11-28 23:40:41,22.10, 65.90, 23.00, 4095
2024-11-28 23:40:46,22.00, 65.90, 23.00, 4095
2024-11-28 23:40:51,22.10, 65.90, 22.00, 4095
2024-11-28 23:40:56,22.00, 65.90, 23.00, 4095
2024-11-28 23:41:01,22.10, 65.90, 23.00, 4095
2024-11-28 23:41:06,22.10, 65.80, 23.00, 4095
2024-11-28 23:41:11,22.10, 65.90, 23.00, 4095
2024-11-28 23:41:16,22.10, 65.70, 23.00, 4095
2024-11-28 23:41:26,22.10, 65.70, 25.00, 4095
2024-11-28 23:41:31,22.10, 65.80, 23.00, 4095
2024-11-28 23:41:36,22.10, 65.90, 23.00, 4095
2024-11-28 23:41:41,22.10, 65.80, 23.00, 4095
2024-11-28 23:41:46,22.10, 66.10, 22.00, 4095
2024-11-28 23:41:51,22.10, 66.00, 23.00, 4095
2024-11-28 23:41:56,22.10, 65.90, 23.00, 4095
2024-11-28 23:42:01,22.10, 65.90, 23.00, 4095
2024-11-28 23:42:06,22.20, 65.90, 23.00, 4095
2024-11-28 23:42:11,22.20, 65.90, 23.00, 4095
2024-11-28 23:42:16,22.20, 65.80, 22.00, 4095
2024-11-28 23:42:21,22.10, 65.80, 23.00, 4095
2024-11-28 23:43:11,22.10, 65.50, 23.00, 4095
2024-11-28 23:43:16,22.10, 65.70, 22.00, 4095
2024-11-28 23:43:21,22.10, 65.70, 25.00, 4095
2024-11-28 23:43:26,22.10, 65.60, 25.00, 4095
2024-11-28 23:43:31,22.10, 65.60, 22.00, 4095
2024-11-28 23:43:36,22.10, 65.80, 23.00, 4095
2024-11-28 23:43:41,22.20, 65.60, 23.00, 4095
2024-11-28 23:43:46,22.10, 65.70, 23.00, 4095
2024-11-28 23:43:51,22.20, 65.80, 23.00, 4095
2024-11-28 23:43:56,22.10, 65.70, 23.00, 4095
2024-11-28 23:44:01,22.10, 65.70, 22.00, 4095
2024-11-28 23:44:06,22.10, 65.90, 23.00, 4095
2024-11-28 23:44:11,22.10, 65.60, 23.00, 4095
2024-11-28 23:44:16,22.10, 65.60, 23.00, 4095
2024-11-28 23:44:21,22.10, 65.50, 23.00, 4095
2024-11-28 23:44:26,22.20, 65.50, 25.00, 4095
2024-11-28 23:44:31,22.10, 65.70, 23.00, 4095
2024-11-28 23:44:36,22.10, 65.60, 23.00, 4095
2024-11-28 23:44:41,22.10, 65.60, 23.00, 4095
2024-11-28 23:44:46,22.10, 65.40, 22.00, 4095
2024-11-28 23:44:51,22.20, 65.60, 23.00, 4095
2024-11-28 23:44:56,22.10, 65.70, 23.00, 4095
2024-11-28 23:45:01,22.10, 65.70, 22.00, 4095
2024-11-28 23:45:06,22.10, 65.70, 23.00, 4095
2024-11-28 23:45:11,22.10, 65.80, 22.00, 4095
2024-11-28 23:45:16,22.10, 65.60, 25.00, 4095
2024-11-28 23:45:21,22.10, 65.70, 23.00, 4095
2024-11-28 23:45:26,22.20, 65.70, 23.00, 4095
2024-11-28 23:45:31,22.10, 65.70, 23.00, 4095
2024-11-28 23:45:36,22.10, 65.90, 23.00, 4095
2024-11-28 23:45:41,22.10, 65.90, 23.00, 4095
2024-11-28 23:45:46,22.20, 65.70, 25.00, 4095
2024-11-28 23:45:51,22.10, 65.60, 23.00, 4095
2024-11-28 23:45:56,22.20, 65.50, 25.00, 4095
2024-11-28 23:46:01,22.20, 65.40, 23.00, 4095
2024-11-28 23:46:16,22.20, 65.40, 25.00, 4095
2024-11-28 23:46:21,22.10, 65.50, 26.00, 4095
2024-11-28 23:46:26,22.20, 65.50, 23.00, 4095
2024-11-28 23:46:31,22.20, 65.60, 23.00, 4095
2024-11-28 23:46:36,22.20, 65.80, 23.00, 4095
2024-11-28 23:46:41,22.10, 65.70, 23.00, 4095
2024-11-28 23:46:46,22.20, 65.80, 23.00, 4095
2024-11-28 23:46:51,22.20, 65.50, 23.00, 4095
2024-11-28 23:46:56,22.10, 65.60, 23.00, 4095
2024-11-28 23:47:01,22.20, 65.50, 23.00, 4095
2024-11-28 23:47:06,22.10, 65.50, 23.00, 4095
2024-11-28 23:47:11,22.10, 65.60, 25.00, 4095
2024-11-28 23:47:16,22.20, 65.30, 25.00, 4095
2024-11-28 23:47:21,22.10, 65.10, 23.00, 4095
2024-11-28 23:47:26,22.10, 65.20, 23.00, 4095
2024-11-28 23:47:31,22.10, 65.30, 23.00, 4095
2024-11-28 23:47:36,22.10, 65.30, 23.00, 4095
2024-11-28 23:47:41,22.10, 65.30, 23.00, 4095
2024-11-28 23:47:46,22.00, 65.20, 22.00, 4095
2024-11-28 23:47:51,22.00, 65.30, 23.00, 4095
2024-11-28 23:47:56,22.10, 65.40, 23.00, 4095
2024-11-28 23:48:01,22.10, 65.40, 23.00, 4095
2024-11-28 23:48:06,22.10, 65.50, 22.00, 4095
2024-11-28 23:48:11,22.10, 65.20, 25.00, 4095
2024-11-28 23:48:16,22.10, 65.40, 25.00, 4095
2024-11-28 23:48:21,22.00, 65.40, 23.00, 4095
2024-11-28 23:48:26,22.10, 65.30, 23.00, 4095
2024-11-28 23:48:31,22.00, 65.80, 23.00, 4095
2024-11-28 23:48:36,22.10, 65.60, 23.00, 4095
2024-11-28 23:48:41,22.10, 65.70, 23.00, 4095
2024-11-28 23:48:47,22.10, 65.40, 23.00, 4095
2024-11-28 23:48:52,22.10, 65.80, 23.00, 4095
2024-11-28 23:48:57,22.10, 65.90, 23.00, 4095
2024-11-28 23:49:02,22.00, 65.80, 22.00, 4095
2024-11-28 23:49:07,22.10, 65.80, 25.00, 4095
2024-11-28 23:49:12,22.10, 65.60, 25.00, 4095
2024-11-28 23:49:17,22.00, 65.60, 23.00, 4095
2024-11-28 23:49:22,22.10, 65.60, 23.00, 4095
2024-11-28 23:49:27,22.10, 65.70, 22.00, 4095
2024-11-28 23:49:32,22.10, 65.80, 23.00, 4095
